Gene names  (ordered locus )	Entry	DNA binding	Metal binding	Nucleotide binding	Site	Cross-link	Disulfide bond	Glycosylation	Lipidation	Modified residue	Peptide	Propeptide	Signal peptide	Transit peptide	Coiled coil	Domain [CC]	Domain [FT]	Motif	Region	Zinc finger
YDR348C	Q05518					"CROSSLNK 135;  /note=""Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in ubiquitin)"";  /evidence=""ECO:0007744|PubMed:22106047""; CROSSLNK 138;  /note=""Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in ubiquitin)"";  /evidence=""ECO:0007744|PubMed:22106047""; CROSSLNK 292;  /note=""Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in ubiquitin)"";  /evidence=""ECO:0007744|PubMed:22106047""; CROSSLNK 328;  /note=""Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in ubiquitin)"";  /evidence=""ECO:0007744|PubMed:22106047""; CROSSLNK 445;  /note=""Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in ubiquitin)"";  /evidence=""ECO:0007744|PubMed:22106047"""				"MOD_RES 14;  /note=""Phosphoserine"";  /evidence=""ECO:0007744|PubMed:19779198""; MOD_RES 45;  /note=""Phosphoserine"";  /evidence=""ECO:0007744|PubMed:19779198""; MOD_RES 47;  /note=""Phosphothreonine"";  /evidence=""ECO:0007744|PubMed:19779198""; MOD_RES 49;  /note=""Phosphoserine"";  /evidence=""ECO:0007744|PubMed:19779198""; MOD_RES 64;  /note=""Phosphoserine"";  /evidence=""ECO:0007744|PubMed:17330950, ECO:0007744|PubMed:18407956, ECO:0007744|PubMed:19779198""; MOD_RES 114;  /note=""Phosphoserine"";  /evidence=""ECO:0007744|PubMed:19779198""; MOD_RES 121;  /note=""Phosphoserine"";  /evidence=""ECO:0007744|PubMed:19779198""; MOD_RES 153;  /note=""Phosphothreonine"";  /evidence=""ECO:0007744|PubMed:19779198""; MOD_RES 304;  /note=""Phosphothreonine"";  /evidence=""ECO:0007744|PubMed:19779198""; MOD_RES 307;  /note=""Phosphoserine"";  /evidence=""ECO:0007744|PubMed:19779198"""									"REGION 1..232;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite""; REGION 379..499;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite"""	
YER023W	P32263					"CROSSLNK 171;  /note=""Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in ubiquitin)"";  /evidence=""ECO:0007744|PubMed:22106047"""				"MOD_RES 246;  /note=""Phosphothreonine"";  /evidence=""ECO:0007744|PubMed:18407956""; MOD_RES 279;  /note=""Phosphoserine"";  /evidence=""ECO:0007744|PubMed:18407956"""										
YML065W	P54784		"METAL 566;  /note=""Magnesium"";  /evidence=""ECO:0000250|UniProtKB:Q13415""; METAL 567;  /note=""Magnesium"";  /evidence=""ECO:0000250|UniProtKB:Q13415"""	"NP_BIND 479..487;  /note=""ATP"";  /evidence=""ECO:0000250|UniProtKB:Q13415""; NP_BIND 726..733;  /note=""ATP"";  /evidence=""ECO:0000255"""						"MOD_RES 237;  /note=""Phosphoserine"";  /evidence=""ECO:0007744|PubMed:17330950, ECO:0007744|PubMed:18407956, ECO:0007744|PubMed:19779198"""						DOMAIN: The N-terminus is dedicated to mating-type repression.	"DOMAIN 48..188;  /note=""BAH"";  /evidence=""ECO:0000255|PROSITE-ProRule:PRU00370"""		"REGION 218..343;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite"""	
YJL002C	P41543							"CARBOHYD 18;  /note=""N-linked (GlcNAc...) asparagine"";  /evidence=""ECO:0000255|PROSITE-ProRule:PRU00498""; CARBOHYD 99;  /note=""N-linked (GlcNAc...) asparagine"";  /evidence=""ECO:0000255|PROSITE-ProRule:PRU00498""; CARBOHYD 217;  /note=""N-linked (GlcNAc...) asparagine"";  /evidence=""ECO:0000255|PROSITE-ProRule:PRU00498""; CARBOHYD 336;  /note=""N-linked (GlcNAc...) asparagine"";  /evidence=""ECO:0000269|PubMed:29301962""; CARBOHYD 400;  /note=""N-linked (GlcNAc...) asparagine"";  /evidence=""ECO:0000269|PubMed:29301962"""					"SIGNAL 1..22;  /evidence=""ECO:0000269|PubMed:7860628, ECO:0000269|PubMed:8181570"""							
YDL161W	Q12518					"CROSSLNK 357;  /note=""Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in ubiquitin)"";  /evidence=""ECO:0007744|PubMed:22106047"""				"MOD_RES 160;  /note=""Phosphothreonine"";  /evidence=""ECO:0007744|PubMed:18407956""; MOD_RES 163;  /note=""Phosphoserine"";  /evidence=""ECO:0007744|PubMed:18407956, ECO:0007744|PubMed:19779198""; MOD_RES 180;  /note=""Phosphothreonine"";  /evidence=""ECO:0007744|PubMed:18407956""; MOD_RES 328;  /note=""Phosphoserine"";  /evidence=""ECO:0007744|PubMed:19779198""; MOD_RES 364;  /note=""Phosphothreonine"";  /evidence=""ECO:0007744|PubMed:18407956, ECO:0007744|PubMed:19779198""; MOD_RES 366;  /note=""Phosphothreonine"";  /evidence=""ECO:0007744|PubMed:17330950, ECO:0007744|PubMed:18407956, ECO:0007744|PubMed:19779198""; MOD_RES 384;  /note=""Phosphothreonine"";  /evidence=""ECO:0007744|PubMed:17330950""; MOD_RES 386;  /note=""Phosphothreonine"";  /evidence=""ECO:0007744|PubMed:19779198""; MOD_RES 388;  /note=""Phosphothreonine"";  /evidence=""ECO:0007744|PubMed:19779198""; MOD_RES 395;  /note=""Phosphothreonine; by PRK1"";  /evidence=""ECO:0000269|PubMed:11694597""; MOD_RES 415;  /note=""Phosphothreonine; by PRK1"";  /evidence=""ECO:0000269|PubMed:11694597"""							"DOMAIN 11..143;  /note=""ENTH"";  /evidence=""ECO:0000255|PROSITE-ProRule:PRU00243""; DOMAIN 165..184;  /note=""UIM 1"";  /evidence=""ECO:0000255|PROSITE-ProRule:PRU00213""; DOMAIN 189..208;  /note=""UIM 2"";  /evidence=""ECO:0000255|PROSITE-ProRule:PRU00213"""		"REGION 142..195;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite""; REGION 292..350;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite""; REGION 384..405;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite""; REGION 418..454;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite""; REGION 447..454;  /note=""Clathrin-binding"""	
YDR539W	Q03034		"METAL 170;  /note=""Manganese"";  /evidence=""ECO:0000255|HAMAP-Rule:MF_03196, ECO:0000269|PubMed:26083754""; METAL 193;  /note=""Manganese"";  /evidence=""ECO:0000255|HAMAP-Rule:MF_03196, ECO:0000269|PubMed:26083754""; METAL 236;  /note=""Manganese"";  /evidence=""ECO:0000255|HAMAP-Rule:MF_03196, ECO:0000269|PubMed:26083754"""																"REGION 170..175;  /note=""Prenyl-FMN binding"";  /evidence=""ECO:0000255|HAMAP-Rule:MF_03196, ECO:0000269|PubMed:26083754""; REGION 192..193;  /note=""Prenyl-FMN binding"";  /evidence=""ECO:0000255|HAMAP-Rule:MF_03196, ECO:0000269|PubMed:26083754"""	
YML074C	P38911									"MOD_RES 2;  /note=""N-acetylserine"";  /evidence=""ECO:0007744|PubMed:22814378""; MOD_RES 80;  /note=""Phosphoserine"";  /evidence=""ECO:0007744|PubMed:17330950, ECO:0007744|PubMed:18407956, ECO:0007744|PubMed:19779198""; MOD_RES 81;  /note=""Phosphoserine"";  /evidence=""ECO:0007744|PubMed:17330950, ECO:0007744|PubMed:18407956, ECO:0007744|PubMed:19779198""; MOD_RES 89;  /note=""Phosphothreonine"";  /evidence=""ECO:0007744|PubMed:19779198""; MOD_RES 184;  /note=""Phosphotyrosine; by CK2"";  /evidence=""ECO:0000269|PubMed:9148902""; MOD_RES 186;  /note=""Phosphoserine; by CK2"";  /evidence=""ECO:0000269|PubMed:9148902"""							"DOMAIN 324..411;  /note=""PPIase FKBP-type"";  /evidence=""ECO:0000255|PROSITE-ProRule:PRU00277"""	"MOTIF 256..271;  /note=""Nuclear localization signal"";  /evidence=""ECO:0000255"""	"REGION 54..127;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite""; REGION 160..302;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite"""	
YPL221W	Q08967							"CARBOHYD 143;  /note=""N-linked (GlcNAc...) asparagine"";  /evidence=""ECO:0000255""; CARBOHYD 281;  /note=""N-linked (GlcNAc...) asparagine"";  /evidence=""ECO:0000255"""		"MOD_RES 610;  /note=""Phosphoserine"";  /evidence=""ECO:0000250|UniProtKB:P53121""; MOD_RES 626;  /note=""Phosphothreonine"";  /evidence=""ECO:0007744|PubMed:19779198""; MOD_RES 771;  /note=""Phosphoserine"";  /evidence=""ECO:0007744|PubMed:15665377, ECO:0007744|PubMed:17330950, ECO:0007744|PubMed:19779198""; MOD_RES 774;  /note=""Phosphoserine"";  /evidence=""ECO:0007744|PubMed:19779198"""			"SIGNAL 1..21;  /evidence=""ECO:0000255"""						"REGION 649..674;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite""; REGION 689..731;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite"""	
YDL131W	Q12122		"METAL 46;  /note=""Magnesium"";  /evidence=""ECO:0000250|UniProtKB:O87198""; METAL 226;  /note=""Magnesium; via tele nitrogen"";  /evidence=""ECO:0000250|UniProtKB:O87198""; METAL 228;  /note=""Magnesium; via tele nitrogen"";  /evidence=""ECO:0000250|UniProtKB:O87198"""							"MOD_RES 399;  /note=""Phosphoserine"";  /evidence=""ECO:0000250|UniProtKB:P48570""; MOD_RES 410;  /note=""Phosphothreonine"";  /evidence=""ECO:0007744|PubMed:19779198"""				"TRANSIT 1..?;  /note=""Mitochondrion"";  /evidence=""ECO:0000255"""			"DOMAIN 37..290;  /note=""Pyruvate carboxyltransferase"";  /evidence=""ECO:0000255|PROSITE-ProRule:PRU01151"""		"REGION 1..27;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite"""	
YIL172C	P0CW40				"SITE 352;  /note=""Transition state stabilizer"";  /evidence=""ECO:0000250"""															
YFL003C	P40965			"NP_BIND 634..641;  /note=""ATP"";  /evidence=""ECO:0000255"""															"REGION 22..41;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite"""	
YCR040W	P0CY06	"DNA_BIND 88..144;  /note=""Alpha box"";  /evidence=""ECO:0000255|PROSITE-ProRule:PRU00655"""																		
YOR066W	Q08471									"MOD_RES 268;  /note=""Phosphoserine"";  /evidence=""ECO:0007744|PubMed:19779198"""									"REGION 1..60;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite""; REGION 83..106;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite""; REGION 217..286;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite""; REGION 455..485;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite""; REGION 586..629;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite"""	
YLR002C	Q07896									"MOD_RES 395;  /note=""Phosphoserine"";  /evidence=""ECO:0007744|PubMed:18407956"""					"COILED 363..408;  /evidence=""ECO:0000255"""				"REGION 1..132;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite"""	
YNL078W	P53939									"MOD_RES 260;  /note=""Phosphoserine"";  /evidence=""ECO:0007744|PubMed:19779198""; MOD_RES 264;  /note=""Phosphoserine"";  /evidence=""ECO:0007744|PubMed:19779198""; MOD_RES 300;  /note=""Phosphoserine"";  /evidence=""ECO:0007744|PubMed:17330950""; MOD_RES 302;  /note=""Phosphoserine"";  /evidence=""ECO:0007744|PubMed:19779198"""								"MOTIF 391..398;  /note=""SUMO-binding"""	"REGION 41..64;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite""; REGION 277..315;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite"""	
YDR162C	Q12163									"MOD_RES 102;  /note=""Phosphoserine"";  /evidence=""ECO:0007744|PubMed:18407956, ECO:0007744|PubMed:19779198""; MOD_RES 196;  /note=""Phosphoserine"";  /evidence=""ECO:0007744|PubMed:17287358, ECO:0007744|PubMed:17330950, ECO:0007744|PubMed:18407956, ECO:0007744|PubMed:19779198""; MOD_RES 235;  /note=""Phosphoserine"";  /evidence=""ECO:0007744|PubMed:18407956"""							"DOMAIN 110..171;  /note=""SH3"";  /evidence=""ECO:0000255|PROSITE-ProRule:PRU00192"""			
YPR155C	Q12374									"MOD_RES 29;  /note=""Phosphoserine"";  /evidence=""ECO:0007744|PubMed:18407956"""										
YKL068W	Q02629									"MOD_RES 763;  /note=""Phosphoserine"";  /evidence=""ECO:0007744|PubMed:17330950, ECO:0007744|PubMed:19779198""; MOD_RES 783;  /note=""Phosphoserine"";  /evidence=""ECO:0007744|PubMed:18407956, ECO:0007744|PubMed:19779198"""						"DOMAIN: Contains FG repeats. FG repeats are interaction sites for karyopherins (importins, exportins) and form probably an affinity gradient, guiding the transport proteins unidirectionally with their cargo through the NPC. FG repeat regions are highly flexible and lack ordered secondary structure. The overall conservation of FG repeats regarding exact sequence, spacing, and repeat unit length is limited. FG repeat types and their physico-chemical environment change across the NPC from the nucleoplasmic to the cytoplasmic side: GLFG repeats are especially abundant in NUPs in the central region (lacking a charged environment but are enriched in Ser, Thr, Gln, and Asn)."	"DOMAIN 814..956;  /note=""Peptidase S59"";  /evidence=""ECO:0000255|PROSITE-ProRule:PRU00765"""		"REGION 1..104;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite""; REGION 121..172;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite""; REGION 190..394;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite""; REGION 672..697;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite""; REGION 745..794;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite""; REGION 816..955;  /note=""Nucleoporin RNA-binding motif (NRM)"""	
YJL223C	P0CE88												"SIGNAL 1..20;  /evidence=""ECO:0000255"""							
YBR060C	P32833									"MOD_RES 60;  /note=""Phosphothreonine"";  /evidence=""ECO:0007744|PubMed:19779198""; MOD_RES 187;  /note=""Phosphothreonine"";  /evidence=""ECO:0007744|PubMed:19779198""; MOD_RES 188;  /note=""Phosphoserine"";  /evidence=""ECO:0007744|PubMed:19779198"""									"REGION 1..184;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite""; REGION 204..225;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite"""	
YKR003W	Q02201									"MOD_RES 16;  /note=""Phosphoserine"";  /evidence=""ECO:0007744|PubMed:17287358"""						"DOMAIN: The OSBP-related domain (ORD) mediates binding of sterols and phospholipids. It displays an incomplete beta-barrel containing a central hydrophobic tunnel that can accommodate a single lipid molecule with a flexible lid covering the tunnel entrance. The ORD can bind two membranes simultaneously. It has at least two membrane-binding surfaces; one near the mouth of the lipid-binding pocket and a distal site that can bind a second membrane. These structural features correlate with the phosphatidylinositol 4-phosphate (PI(4)P)-coupled lipid transport optimized in closely apposed membranes, such as organelle contact sites. The lipid transfer cycle starts from the association of the LTP with a donor membrane, which accompanies conformational changes that uncover the ligand-binding pocket. The tunnel opening is generally mediated by displacement of the lid covering the binding pocket allowing uptake or release of a lipid molecule. The LTPs extract the lipid from the membrane by providing a hydrophobic environment as well as specific interaction. Dissociation from the donor membrane shifts the conformation to a closed form. Then, the LTPs loaded with a cargo lipid diffuse through the aqueous phase. Lid opening may be induced by the interaction of a hydrophobic side of the lid with the target membranes. {ECO:0000305|PubMed:20008566}."			"REGION 1..42;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite""; REGION 54..391;  /note=""OSBP-related domain (ORD)"";  /evidence=""ECO:0000305""; REGION 64..69;  /note=""Phosphatidylinositol 4-phosphate binding"";  /evidence=""ECO:0000269|PubMed:26206936, ECO:0007744|PDB:4PH7""; REGION 64..69;  /note=""Phosphatidylserine binding"";  /evidence=""ECO:0000269|PubMed:23934110, ECO:0007744|PDB:4B2Z""; REGION 126..129;  /note=""Phosphatidylinositol 4-phosphate binding"";  /evidence=""ECO:0000269|PubMed:26206936, ECO:0007744|PDB:4PH7""; REGION 157..158;  /note=""Phosphatidylinositol 4-phosphate binding"";  /evidence=""ECO:0000269|PubMed:26206936, ECO:0007744|PDB:4PH7"""	
YHR118C	P38826									"MOD_RES 146;  /note=""Phosphothreonine"";  /evidence=""ECO:0007744|PubMed:18407956"""									"REGION 106..256;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite"""	
YAR042W	P35845									"MOD_RES 394;  /note=""Phosphoserine"";  /evidence=""ECO:0007744|PubMed:17330950""; MOD_RES 490;  /note=""Phosphoserine"";  /evidence=""ECO:0007744|PubMed:17330950, ECO:0007744|PubMed:18407956, ECO:0007744|PubMed:19779198""; MOD_RES 500;  /note=""Phosphoserine"";  /evidence=""ECO:0007744|PubMed:18407956""; MOD_RES 678;  /note=""Phosphoserine"";  /evidence=""ECO:0007744|PubMed:17330950, ECO:0007744|PubMed:18407956, ECO:0007744|PubMed:19779198""; MOD_RES 683;  /note=""Phosphoserine"";  /evidence=""ECO:0007744|PubMed:19779198""; MOD_RES 691;  /note=""Phosphoserine"";  /evidence=""ECO:0007744|PubMed:19779198""; MOD_RES 692;  /note=""Phosphothreonine"";  /evidence=""ECO:0007744|PubMed:19779198""; MOD_RES 694;  /note=""Phosphothreonine"";  /evidence=""ECO:0007744|PubMed:18407956, ECO:0007744|PubMed:19779198""; MOD_RES 708;  /note=""Phosphoserine"";  /evidence=""ECO:0007744|PubMed:17330950, ECO:0007744|PubMed:18407956, ECO:0007744|PubMed:19779198""; MOD_RES 712;  /note=""Phosphoserine"";  /evidence=""ECO:0007744|PubMed:17330950, ECO:0007744|PubMed:18407956, ECO:0007744|PubMed:19779198"""						"DOMAIN: The ankyrin repeats are required for targeting the protein to the NV junction by interacting with NVJ1. {ECO:0000269|PubMed:12727870, ECO:0000269|PubMed:28319008}.; DOMAIN: The PH domain strongly binds to phosphoinositides and is required for targeting the protein to the late Golgi membranes. {ECO:0000269|PubMed:15023338}.; DOMAIN: The FFAT (two phenylalanines in an acidic tract) motif is required for interaction with SCS2 and is required for targeting the protein to the ER. {ECO:0000269|PubMed:12727870}.; DOMAIN: The OSBP-related domain (ORD) mediates binding of sterols and phospholipids. It displays an incomplete beta-barrel containing a central hydrophobic tunnel that can accommodate a single lipid molecule with a flexible lid covering the tunnel entrance. The ORD can bind two membranes simultaneously. It has at least two membrane-binding surfaces; one near the mouth of the lipid-binding pocket and a distal site that can bind a second membrane. These structural features correlate with the phosphatidylinositol 4-phosphate (PI(4)P)-coupled lipid transport optimized in closely apposed membranes, such as organelle contact sites. The lipid transfer cycle starts from the association of the LTP with a donor membrane, which accompanies conformational changes that uncover the ligand-binding pocket. The tunnel opening is generally mediated by displacement of the lid covering the binding pocket allowing uptake or release of a lipid molecule. The LTPs extract the lipid from the membrane by providing a hydrophobic environment as well as specific interaction. Dissociation from the donor membrane shifts the conformation to a closed form. Then, the LTPs loaded with a cargo lipid diffuse through the aqueous phase. Lid opening may be induced by the interaction of a hydrophobic side of the lid with the target membranes. {ECO:0000305|PubMed:20008566}."	"DOMAIN 330..379;  /note=""PH"";  /evidence=""ECO:0000255|PROSITE-ProRule:PRU00145"""	"MOTIF 716..722;  /note=""FFAT"""	"REGION 415..546;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite""; REGION 661..692;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite""; REGION 721..755;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite""; REGION 800..1174;  /note=""OSBP-related domain (ORD)"";  /evidence=""ECO:0000305"""	
YHR160C	P38855																		"REGION 179..201;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite"""	
YNL290W	P38629			"NP_BIND 16..19;  /note=""ATP""; NP_BIND 53..61;  /note=""ATP"""						"MOD_RES 2;  /note=""N-acetylserine"";  /evidence=""ECO:0007744|PubMed:22814378"""										
YDR195W	P42073																		"REGION 187..254;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite""; REGION 260..279;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite""; REGION 321..344;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite"""	
YGR044C	P32338																		"REGION 80..100;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite"""	"ZN_FING 178..199;  /note=""C2H2-type 1"";  /evidence=""ECO:0000255|PROSITE-ProRule:PRU00042""; ZN_FING 206..234;  /note=""C2H2-type 2"";  /evidence=""ECO:0000255|PROSITE-ProRule:PRU00042""; ZN_FING 256..281;  /note=""C2H2-type 3"";  /evidence=""ECO:0000255|PROSITE-ProRule:PRU00042"""
YPR180W	Q06624					"CROSSLNK 35;  /note=""Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in SUMO)"";  /evidence=""ECO:0000269|PubMed:15166219"""				"MOD_RES 9;  /note=""Phosphoserine"";  /evidence=""ECO:0007744|PubMed:18407956"""										
YML116W	P13090							"CARBOHYD 471;  /note=""N-linked (GlcNAc...) asparagine"";  /evidence=""ECO:0000255"""								"DOMAIN: Deletion of the C-terminal 34 residues abolishes ATR1 activity, while deletion of the C-terminal 23 residues have a minor effect."				
YDL181W	P01097													"TRANSIT 1..22;  /note=""Mitochondrion"";  /evidence=""ECO:0000269|PubMed:2138617, ECO:0000269|PubMed:6458601"""	"COILED 41..84;  /evidence=""ECO:0000255"""					
YPL215W	P21560													"TRANSIT 1..38;  /note=""Mitochondrion"";  /evidence=""ECO:0000255"""						
YML102W	Q04199																			
YAL041W	P11433																"DOMAIN 135..246;  /note=""Calponin-homology (CH)"";  /evidence=""ECO:0000255|PROSITE-ProRule:PRU00044""; DOMAIN 278..454;  /note=""DH"";  /evidence=""ECO:0000255|PROSITE-ProRule:PRU00062""; DOMAIN 478..668;  /note=""PH"";  /evidence=""ECO:0000255|PROSITE-ProRule:PRU00145""; DOMAIN 761..854;  /note=""PB1"";  /evidence=""ECO:0000255|PROSITE-ProRule:PRU01081"""		"REGION 1..24;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite""; REGION 542..571;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite""; REGION 674..745;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite"""	
YLR310C	P04821									"MOD_RES 151;  /note=""Phosphoserine"";  /evidence=""ECO:0007744|PubMed:19779198""; MOD_RES 154;  /note=""Phosphoserine"";  /evidence=""ECO:0007744|PubMed:19779198""; MOD_RES 423;  /note=""Phosphoserine"";  /evidence=""ECO:0007744|PubMed:18407956""; MOD_RES 580;  /note=""Phosphoserine"";  /evidence=""ECO:0007744|PubMed:19779198""; MOD_RES 596;  /note=""Phosphoserine"";  /evidence=""ECO:0007744|PubMed:19779198""; MOD_RES 632;  /note=""Phosphoserine"";  /evidence=""ECO:0007744|PubMed:19779198""; MOD_RES 635;  /note=""Phosphothreonine"";  /evidence=""ECO:0007744|PubMed:19779198""; MOD_RES 649;  /note=""Phosphoserine"";  /evidence=""ECO:0007744|PubMed:19779198"""							"DOMAIN 58..128;  /note=""SH3"";  /evidence=""ECO:0000255|PROSITE-ProRule:PRU00192""; DOMAIN 1117..1247;  /note=""N-terminal Ras-GEF"";  /evidence=""ECO:0000255|PROSITE-ProRule:PRU00135""; DOMAIN 1305..1542;  /note=""Ras-GEF"";  /evidence=""ECO:0000255|PROSITE-ProRule:PRU00168"""		"REGION 1..53;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite""; REGION 121..243;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite""; REGION 359..424;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite""; REGION 553..574;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite""; REGION 1249..1287;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite""; REGION 1570..1589;  /note=""Disordered"";  /evidence=""ECO:0000256|SAM:MobiDB-lite"""	
